LSOA,Unemployed,Full-time student,Unemployment Rate,Eastings,Northings
E01002847,54,50,5,525547,178429
E01002848,61,42,6.3,525222,178498
E01002851,101,33,11.3,525323,178751
E01002820,20,21,2.7,526812,179251
E01002822,21,9,3.1,526806,178757
E01002835,41,14,4.7,526462,178798
E01002836,26,15,3.1,526259,178621
E01002837,18,29,2.2,526369,178552
E01002846,64,29,7.3,525415,178279
E01002849,51,27,5.5,525564,178236
E01002893,66,36,6,525935,177870
E01002894,52,27,5.5,525383,178030
E01002898,29,14,3.4,526081,178398
E01002899,37,17,4.8,527341,178134
E01002900,34,18,4.1,527588,177812
E01002901,12,4,2.4,527913,178042
E01002902,61,20,5.8,527991,178367
E01002903,16,16,1.9,527816,178388
E01002844,35,10,4.6,527028,177916
E01002845,40,17,5.5,526718,177670
E01002910,38,13,5,527021,178023
E01002911,30,14,3.1,526892,177967
E01002914,24,20,2.8,527072,178478
E01002838,25,76,3.5,526719,178282
E01002895,16,13,2.2,526247,178129
E01002896,30,23,2.7,526217,177763
E01002897,42,22,5,525908,177363
E01002912,44,21,4.4,526526,177912
E01002840,73,26,11.7,526884,177527
E01002841,74,24,8.8,526360,177078
E01002842,73,26,14.6,526615,177343
E01002843,57,26,9.7,526150,177273
E01002913,62,39,5.7,526176,177510
E01003015,98,51,11.4,531212,178956
E01003108,87,35,10.4,531632,178567
E01003110,52,54,4.4,531264,178643
E01003111,110,37,14.7,531085,178729
E01003112,72,50,8.8,530962,178774
E01003101,62,69,6.3,531130,177707
E01003105,75,61,8.2,530932,178475
E01003106,87,55,7.1,531172,178434
E01003107,67,39,5.1,531143,178317
E01003109,114,66,8.6,530683,178643
E01003102,86,46,7.2,530369,177968
E01003104,51,57,4.7,530355,177137
E01003122,84,56,7,529963,177314
E01003129,93,57,7.4,530479,177255
E01033207,84,58,9,529977,177353
E01033208,59,33,5.3,530212,177963
E01003098,69,47,7.5,530652,177416
E01003099,60,65,6,531069,177459
E01003100,48,57,3.1,531226,177391
E01003180,83,54,9,531788,177135
E01003183,87,70,10.2,531737,177050
E01003097,80,68,8.9,530092,177223
E01003121,118,67,13.7,530013,176824
E01003123,64,30,6.1,529940,176846
E01003124,64,50,7.4,530378,176926
E01003125,112,80,13.2,530795,177021
E01003181,77,52,9,531312,177177
E01003184,103,64,15.2,531353,176977
E01003185,80,48,7.6,531205,176801
E01003186,81,64,6.3,531197,176546
E01003187,118,89,13.8,531302,176839
E01003089,101,94,10,529671,176761
E01003091,80,59,8.2,529373,176291
E01003092,108,50,11.6,529747,176303
E01003126,76,53,8.7,530603,176576
E01003128,102,48,11.9,530300,176272
E01003046,127,76,14.3,531815,176213
E01003048,145,97,16.8,531845,175769
E01003075,105,72,13.3,532023,176142
E01003182,92,78,9.1,531643,176467
E01003188,101,37,14.2,531497,176350
E01003088,102,62,8.6,530075,175716
E01003093,142,93,11.7,530578,176098
E01003094,67,39,6.6,530391,175902
E01003096,85,57,5.3,530634,175942
E01003127,110,45,9.7,530633,176317
E01003045,125,81,13.4,531379,175983
E01003047,95,61,9.9,531172,175560
E01003049,100,60,11.5,531787,175646
E01003059,91,67,10.3,531126,176099
E01003060,86,69,10.8,530865,175939
E01003061,73,54,9,530933,175634
E01003034,82,42,7.2,529256,176216
E01003035,62,36,5.1,529763,175520
E01003036,44,37,4.2,529468,176032
E01003090,78,69,4.6,530083,175692
E01003095,65,42,5.4,529827,175975
E01003037,87,46,10.4,528841,176078
E01003038,31,16,2.9,529003,176026
E01003039,52,30,3.5,529383,175459
E01003040,43,29,5,528833,175258
E01003042,57,16,8,528613,175294
E01003072,53,22,5.2,532534,175219
E01003073,93,49,9.7,531999,175852
E01003076,84,108,6.5,532389,176226
E01003077,71,96,6.1,532025,176001
E01003078,37,29,3.9,532315,175603
E01003019,52,49,3.4,530097,174543
E01003053,66,35,5.1,530805,175623
E01003054,65,43,4.3,529954,175582
E01003056,79,46,5.6,530351,175453
E01003058,69,60,4.6,530513,175245
E01003020,83,59,7.1,530915,175202
E01003050,74,56,6.5,531312,175219
E01003052,145,84,15.7,531478,175270
E01003055,76,35,7.4,530951,175326
E01003176,100,65,10.5,530951,174898
E01003029,60,40,4.8,529899,174742
E01003032,78,35,7.4,529362,175070
E01003041,64,46,6.7,529504,175367
E01003057,90,50,8.6,529986,175428
E01003043,73,35,6.6,531399,174898
E01003044,102,52,14.7,531629,175074
E01003051,117,68,12.9,531541,175418
E01003071,80,53,4.9,531461,174710
E01003074,113,59,7.3,531394,174744
E01003026,23,30,2.1,529313,174393
E01003027,30,13,3.5,529660,174904
E01003028,42,31,4.7,529428,174429
E01003030,37,30,2.8,529137,174322
E01003033,40,32,4.2,529496,174929
E01003018,87,66,5.7,530563,174473
E01003171,86,47,7.5,530820,174011
E01003173,52,51,4.8,530915,173893
E01003177,70,49,6.6,531161,174414
E01003178,60,32,5.4,531030,174403
E01003021,124,47,13.9,530347,174204
E01003022,66,50,5.7,530030,174158
E01003023,96,72,5.9,530337,173890
E01003024,105,84,10.4,530515,174187
E01003025,113,70,9.3,530496,173461
E01003136,77,52,7.8,530231,173494
E01003137,96,56,11.6,530350,173147
E01003159,73,54,8.5,529739,174142
E01003160,74,64,9.9,529333,173927
E01003162,159,88,14.7,529750,173796
E01003031,87,46,7.5,529250,174279
E01003156,60,33,6.3,529462,173635
E01003157,53,11,5.5,529036,173414
E01003158,29,19,2.5,529693,173179
E01003161,39,30,5.3,529335,173875
E01003163,56,34,6.3,529636,173870
E01003132,72,42,10.6,530663,173128
E01003172,123,71,11.2,531246,173932
E01003174,122,76,11.5,531083,173269
E01003175,99,61,12.2,530954,173426
E01003179,113,68,13.6,531045,174252
E01003164,102,73,8.1,531571,172979
E01003165,45,36,5.2,532445,172589
E01003168,107,55,13.3,532061,173762
E01003169,127,72,8.5,531466,173379
E01003170,51,32,4.8,532176,173828
E01003130,67,32,6,530368,172817
E01003131,45,36,5,530077,173095
E01003135,85,35,8.3,530323,172708
E01003138,40,32,3.6,529698,173076
E01003151,111,54,12,530322,172277
E01003079,84,57,9,531007,172145
E01003080,86,38,8.6,531039,172108
E01003133,90,43,8.3,531607,172872
E01003134,66,26,7.3,530956,172643
E01003152,57,42,4.9,530875,171970
E01003064,56,30,5.6,532538,172179
E01003066,75,56,8.3,532226,171780
E01003081,101,60,9.8,532078,171761
E01003166,116,47,8.1,531865,172574
E01003167,49,32,4.9,532010,172290
E01003116,47,37,5.3,529793,172791
E01003117,82,59,6.5,530119,172387
E01003118,60,28,5.7,530045,171870
E01003153,74,82,4.8,530352,172117
E01003155,66,27,5.9,530543,171787
E01003083,68,32,8.1,531261,171738
E01003084,82,25,8.1,531660,171639
E01003085,56,41,6.1,531240,171667
E01003149,73,39,7,530868,171070
E01003154,107,71,10.6,530972,172070
E01003065,94,44,13.1,532865,171668
E01003068,80,34,9.9,532426,171466
E01003082,90,41,12,532176,171541
E01003086,115,42,15,532317,171198
E01003087,107,46,15.6,531224,171124
E01003113,76,40,6.1,529672,171325
E01003114,73,52,6.2,529620,170920
E01003119,82,75,6.6,529838,171557
E01003120,119,64,9.3,530004,171418
E01003148,72,31,6.7,530756,171819
E01003150,104,52,10.5,530101,171221
E01003062,75,37,6.8,533656,170791
E01003063,91,37,12.1,532888,170955
E01003067,48,40,5.6,533040,171617
E01003069,77,28,11.3,532427,171352
E01003070,121,59,15.5,533166,171360
E01003115,86,44,8.5,530070,170990
E01003141,77,44,8.5,530450,169936
E01003144,61,40,7.2,530245,170535
E01003145,87,32,8.2,530019,170581
E01003147,91,74,7.9,530152,170320
E01003139,52,58,6.1,529878,170186
E01003140,63,60,7.7,529827,170198
E01003142,67,46,10.2,529507,169876
E01003143,59,57,8.5,529059,169814
E01003146,82,50,10,529586,170656
E01003013,28,49,2.5,530716,178909
E01003014,58,77,6.6,531118,179096
E01003016,43,103,6.6,531360,180413
E01003017,73,43,7.1,531224,180237
E01032582,103,57,8.7,530888,180261
E01003244,107,57,14.3,536535,178455
E01003245,81,68,11.6,535817,178595
E01003247,66,80,5.7,535939,178222
E01003249,119,79,10.3,536582,178876
E01003250,111,71,10.8,536262,178430
E01003246,76,71,10.2,536591,177762
E01003248,101,47,11.9,536388,178331
E01003251,136,69,14.9,536830,177713
E01003252,112,67,17.1,536676,177845
E01003253,80,76,10.3,537180,177660
E01003297,99,74,10.3,535403,178012
E01003299,107,86,12.3,535836,176887
E01003301,84,193,6.4,536189,177262
E01003302,101,60,12.1,535408,177743
E01003305,57,77,8.4,535702,177524
E01003207,58,79,8,537335,176894
E01003209,93,185,7.9,536610,176423
E01003210,86,93,7.3,537156,176586
E01003212,83,127,6.7,536462,175900
E01003215,64,265,5.7,536874,176930
E01003338,129,88,14.5,535459,176828
E01003339,63,152,6,535408,176747
E01003340,81,158,6.4,536193,176431
E01003341,52,52,5.7,535910,176126
E01003343,56,64,7,535480,176135
E01003199,47,37,4.3,539181,175918
E01003201,90,47,10.1,538246,176095
E01003204,83,36,10.1,538611,176414
E01003205,95,51,16.7,538103,176469
E01003206,62,31,6.5,538762,176173
E01003211,54,49,5.2,537338,176291
E01003213,98,77,7.8,537079,175703
E01003214,100,82,9.6,536552,175644
E01033324,70,85,7.8,537547,176302
E01033325,44,25,4.3,537466,176626
E01003198,46,25,5.8,539225,175697
E01003200,33,31,3.3,539671,176044
E01003202,26,19,2.7,539574,175760
E01003203,86,44,7.7,539510,175296
E01003336,75,62,11.6,536054,175105
E01003337,88,48,11.2,536072,175003
E01003342,66,48,6.3,536063,175503
E01003344,85,135,7.5,536079,176002
E01003345,63,65,5.8,536282,175592
E01003273,83,307,7.4,537554,175425
E01003277,99,66,9,536917,175391
E01003278,82,137,6.8,537464,175684
E01003279,51,74,5.3,537760,175030
E01003288,92,79,10.1,538575,175148
E01003290,121,81,11.4,538652,174512
E01003291,93,31,13.4,538004,174398
E01003296,82,73,6.4,538021,176009
E01033327,82,58,8.5,538116,175234
E01033341,61,41,8.8,538224,174956
E01003282,88,91,5.5,538897,175015
E01003283,74,35,5.8,539256,175139
E01003284,78,45,7.5,538998,174766
E01003286,80,38,10.3,540025,174851
E01003272,78,86,6.7,536517,175372
E01003274,64,62,6.1,537502,175015
E01003275,75,53,9.3,537245,174570
E01003276,68,50,6.6,536688,175085
E01003225,54,35,6,536829,173940
E01003231,62,60,6.7,536478,174668
E01003232,73,43,7.5,536404,174483
E01003233,62,35,6.4,536573,174487
E01003280,59,41,7.3,540369,174140
E01003281,48,36,5.8,539484,174080
E01003285,46,38,4.8,540067,174113
E01003287,53,34,4.6,539297,174631
E01003292,69,74,6.9,538674,174095
E01003293,60,54,7.1,538449,174457
E01003295,106,88,11.6,539231,173784
E01033320,64,51,7.7,539139,173750
E01033322,53,20,6,538822,174039
E01003319,76,79,8.4,537753,173480
E01003320,85,45,11.1,538308,173349
E01003323,79,60,9.7,537937,174210
E01003325,100,67,11.2,537921,174111
E01003226,58,52,5.3,536120,174361
E01003227,73,34,7.2,536633,174255
E01003228,45,21,4.8,536104,173803
E01003229,95,41,11.7,536329,173345
E01003230,87,47,8,536726,173608
E01003317,82,98,8.4,536987,173836
E01003318,104,70,11.7,537641,173645
E01003321,91,70,8.4,536826,173498
E01003322,69,86,8.5,537734,174098
E01003324,107,58,13.5,537656,173876
E01003254,29,30,3.4,534952,173026
E01003255,85,35,6.5,535129,172901
E01003260,69,55,6.9,535224,173867
E01003261,58,42,6.6,535696,173804
E01003262,43,32,5.4,535483,173754
E01003217,56,54,6.5,538579,173437
E01003218,52,50,6.3,539044,172938
E01003220,74,55,8.6,539039,173576
E01003222,83,53,9.7,539023,173213
E01003224,81,52,8.8,538824,173594
E01003263,85,35,10.4,540777,172275
E01003268,68,52,7,540173,173778
E01003269,69,41,8.2,540378,173513
E01003270,53,36,5.4,540182,173059
E01003271,35,22,3.7,540869,173064
E01003307,56,27,6.7,536188,172572
E01003308,57,47,5.7,536770,173014
E01003314,64,27,6.4,536626,172807
E01003315,64,31,8.1,535679,172844
E01003316,52,31,6,536216,173122
E01003216,87,87,8.6,538196,172950
E01003219,62,63,6.9,539120,172775
E01003221,95,54,9.6,537721,172900
E01003223,56,60,6.2,537744,172442
E01003346,71,60,9.6,539422,172342
E01003349,66,49,10.4,540097,172204
E01003351,64,31,9.8,539752,172470
E01003354,68,48,7.5,539957,172903
E01003309,72,42,10.2,535970,172324
E01003310,86,64,9.1,535405,172699
E01003311,43,34,5,536680,172516
E01003312,76,35,7.2,536326,172068
E01003313,81,40,10.1,535518,171884
E01003256,103,91,9.1,535111,172419
E01003257,54,42,6.4,534637,172581
E01003258,93,57,13.3,534588,172233
E01003259,66,41,6.8,534708,172158
E01003193,74,41,9.4,536636,172199
E01003194,77,40,8.8,536966,173058
E01003195,45,55,5.5,536765,172645
E01003196,77,37,9.9,537627,172068
E01003197,97,49,12.6,537296,171902
E01003347,104,44,14.5,539244,172342
E01003348,70,48,9.8,538280,172069
E01003350,54,44,8.9,539092,172248
E01003352,94,50,11.1,538017,171810
E01003353,68,44,7.5,538548,171641
E01003264,40,34,5,541084,172212
E01003265,105,47,13.2,541107,172214
E01003266,88,39,11.5,541498,172262
E01003267,73,49,10,541708,171833
E01003329,58,35,6.4,535024,171986
E01003330,92,34,13,534182,171909
E01003331,70,27,10.1,534565,171860
E01003332,70,45,8.4,534420,171550
E01003334,83,30,8.9,535066,171679
E01003189,84,42,11.8,537736,171824
E01003190,101,52,11.2,537059,171485
E01003191,83,39,11,537423,171381
E01003192,110,51,14,537615,171439
E01003326,46,51,6.1,536233,171365
E01003327,60,113,6,535648,171495
E01003328,90,34,9.2,535011,171305
E01003333,45,62,5.5,536333,171484
E01003335,86,41,11.8,535600,171656
E01003236,70,31,10.4,540586,171780
E01003237,69,42,10.3,540067,171477
E01003238,74,31,11,539711,171904
E01003239,76,46,11,539164,171809
E01032564,81,48,13.1,539729,171392
E01003235,65,43,10,539083,170701
E01003240,93,46,10.8,538932,171536
E01003241,94,46,12.8,538361,171585
E01003243,66,37,10.6,538611,171340
E01032565,61,51,9.8,539539,171227
E01003298,83,61,12.6,536033,177766
E01003300,95,67,13.6,536332,177384
E01003303,84,118,10.5,536862,177486
E01003304,127,99,11.2,537213,177174
E01032579,94,85,11.3,537236,176959
E01003543,106,133,7.7,540582,185425
E01003544,117,99,10.9,539849,185480
E01003546,116,121,12.3,540028,185756
E01003550,86,118,9.5,540440,185800
E01003576,110,129,13.4,543013,185916
E01003581,106,110,13,542652,185611
E01003582,81,102,12.2,543232,185461
E01003583,135,126,15.1,543070,185287
E01003578,118,153,12.8,542411,185749
E01003584,112,111,11.4,541605,185396
E01003586,94,135,10.9,541679,185269
E01003590,89,69,12.5,542361,185789
E01003579,87,120,11,542786,185304
E01003585,80,128,11.3,542504,185365
E01003587,115,163,9.6,541817,185327
E01003591,123,180,12.6,541965,185650
E01003528,61,96,10.9,542728,184988
E01003575,80,93,11.2,543012,185035
E01003577,120,77,16.6,543230,185755
E01003580,95,86,12.8,543212,185201
E01003545,86,103,9.8,539769,185406
E01003548,111,239,8.3,539156,185404
E01003549,94,127,8.1,539224,185029
E01003557,134,124,12.1,540412,185262
E01003547,73,114,7,541075,185596
E01003555,80,100,8.7,541099,185138
E01003561,89,160,9.8,541048,184667
E01003567,121,148,13.7,541016,184810
E01003556,91,220,9.7,540300,185179
E01003558,92,125,12.3,540607,184847
E01003570,116,150,11.7,540647,184735
E01003571,102,203,10.1,540904,184720
E01003572,77,119,10,540583,184369
E01003551,135,125,13.8,539959,184870
E01003553,116,139,11.6,539745,184895
E01003554,66,128,6,539556,184449
E01003559,108,117,6.6,539589,184455
E01003529,107,156,9.3,542152,184651
E01003530,84,184,9.5,542592,184819
E01003531,75,178,7.8,541865,184354
E01003532,86,148,9.1,542427,184374
E01003534,122,179,11.2,542246,185130
E01003533,90,134,10,541713,184326
E01003560,69,153,8.5,541645,184826
E01003563,114,141,12.6,541714,184633
E01003588,99,164,12.1,541674,184838
E01003589,95,120,11.2,541911,184635
E01003616,95,128,9.4,539164,184930
E01003617,114,165,6.6,538819,184294
E01003618,78,144,5.7,539150,184519
E01003619,171,149,12.3,538861,184052
E01003615,100,117,9.7,538956,185525
E01033578,67,92,8.1,538094,184215
E01033579,53,74,5.9,537380,183879
E01033583,154,165,8.3,537709,185367
E01033586,90,80,10.7,538393,182765
E01003562,126,192,11.2,541422,184513
E01003564,96,237,7.9,541415,184354
E01003565,86,189,9.9,541668,184154
E01003566,79,167,9.5,541305,184159
E01003625,92,101,11.7,543192,184254
E01003626,58,123,7.3,543043,184436
E01003627,83,97,10.6,542986,184035
E01003628,75,109,9.3,543009,183927
E01003629,83,123,10.8,542673,183886
E01003552,94,68,11.4,540355,184555
E01003596,86,117,9.5,540273,183820
E01003597,86,83,10.9,540687,183724
E01003635,76,111,6.7,540267,184145
E01003568,123,197,11,540992,183884
E01003569,98,188,10.7,540878,184064
E01003573,119,179,11.6,540856,184213
E01003574,113,197,9.1,540821,184226
E01003520,92,205,9.5,542082,184061
E01003521,69,224,5.6,542739,183859
E01003522,82,141,9.6,542145,183693
E01003525,90,146,9.1,542585,183551
E01003526,101,119,11.8,542627,183428
E01003488,122,78,15.7,541643,183720
E01003489,98,142,13.2,541574,183756
E01003490,102,124,11.8,541849,183642
E01003524,93,179,9.9,541973,183677
E01003631,102,123,9.8,539141,183466
E01003632,97,139,7.9,539481,183521
E01003633,122,104,14.3,539499,183574
E01003634,105,118,11.8,539057,183915
E01003636,104,88,11.2,539224,183923
E01003598,138,113,16.1,540236,183741
E01003600,112,93,12.8,540571,183144
E01003630,86,96,8.6,539766,183671
E01003637,89,175,8.5,539613,183830
E01003491,94,196,10.1,541398,183240
E01003592,74,109,8.1,540788,183292
E01003599,88,144,11.5,540985,183473
E01003606,107,140,10.4,541195,183054
E01003535,110,75,15.2,543161,182987
E01003536,87,98,10.1,542854,182750
E01003621,73,112,9.8,543207,183835
E01003622,83,104,11.6,542927,183599
E01003623,90,115,12.6,543170,183569
E01003523,99,116,10.7,542650,183541
E01003527,73,70,8.6,542715,182956
E01003537,96,96,9.4,542728,182904
E01003542,93,79,11.6,543121,183036
E01003624,65,87,9.2,542932,183222
E01003492,97,144,10.3,541763,182941
E01003493,103,191,9.3,542060,183045
E01003494,65,123,6.6,541927,182721
E01003495,76,116,7,542155,182796
E01003594,102,103,11.8,540157,182910
E01003595,80,97,10.6,540447,183092
E01003602,111,128,10.1,540723,182670
E01003607,81,93,9.7,540863,182889
E01003496,100,117,11.8,539454,182971
E01003498,110,106,12.4,539677,182446
E01003500,154,81,14.5,538567,182301
E01003593,94,90,12.8,539948,183223
E01003601,123,86,12.6,540947,182763
E01003603,100,124,10.3,541553,182746
E01003605,96,131,9.9,541423,183079
E01003608,116,85,10.6,541304,182692
E01003538,117,106,12.4,542944,182683
E01003539,99,100,9.4,541972,182211
E01003540,99,81,12.3,543058,182540
E01003541,80,88,9.5,542248,182139
E01003499,136,108,13.9,540337,182445
E01003501,122,101,12,539692,182310
E01003502,115,104,12.2,539785,181885
E01003503,142,69,17.8,539418,181878
E01003507,116,101,11.1,540629,182400
E01003508,92,80,12.7,540142,182027
E01003509,110,72,11.3,540342,181776
E01003604,127,92,11.2,540771,181797
E01003483,75,91,10.3,542345,182034
E01003484,78,69,8.3,542599,181861
E01003516,120,65,14,541196,181565
E01003518,67,60,7.4,541596,181558
E01003519,79,80,9.2,541304,181481
E01003480,74,241,6.9,543692,181240
E01003482,131,136,8.5,544256,182651
E01003486,81,56,15.9,543315,181478
E01003487,84,43,13.9,543382,181415
E01003497,96,52,11.4,538486,181894
E01003506,74,64,11.1,540336,181123
E01033574,30,20,3.5,540021,180656
E01033575,38,28,4.7,540392,180749
E01033576,61,36,7.3,539784,181122
E01033584,71,88,9.5,540164,181093
E01033585,162,129,12.6,540078,181627
E01003479,86,46,10.1,542273,181286
E01003481,62,154,8.4,543019,181273
E01003485,69,49,8.2,542256,181791
E01003513,67,76,7.7,541993,181658
E01003511,84,56,15.3,540370,181582
E01003512,79,72,9.3,540706,181446
E01003514,96,41,12.8,541833,181139
E01003515,104,63,12.4,540828,181190
E01003517,84,77,10,540673,181351
E01003609,154,129,10.2,542565,180116
E01003611,116,84,14,543548,180007
E01033577,49,57,5.1,541047,179758
E01033580,46,41,3.9,540702,180234
E01033581,113,90,11.8,543906,180153
E01033582,47,68,4.7,544004,180057
E01004029,53,62,4.1,535460,180036
E01004032,53,47,4.4,535897,179666
E01004053,41,52,3,535900,180026
E01004054,59,32,4.7,536152,180495
E01004055,73,38,11.4,536119,180262
E01003927,77,143,5.2,531952,180330
E01003929,82,75,5.3,532758,180377
E01003934,66,34,7.7,531474,180530
E01003935,53,73,8.2,531999,180455
E01003939,71,57,5.6,532730,180143
E01003976,95,57,7.9,533539,179635
E01004027,98,62,7.3,533302,179978
E01032637,12,38,1.2,533683,179874
E01032638,16,7,1.7,534244,179741
E01032640,31,13,2.9,533787,180021
E01032646,37,38,3.1,533177,179447
E01032803,35,27,3.4,533172,179486
E01032834,22,11,2.3,533874,179978
E01003975,79,64,9.8,534009,179245
E01003978,97,60,8.3,534003,179112
E01004022,119,88,7.9,534290,179580
E01004023,78,47,9.5,534416,179716
E01004028,88,45,9.4,534218,179731
E01003938,98,59,9.2,532941,179536
E01003940,90,64,11.8,532910,179290
E01003941,63,64,4.9,533023,179088
E01003942,61,118,8.2,532500,179189
E01003979,82,85,7.9,533378,178838
E01003981,51,115,5.3,532820,180000
E01004030,73,46,7.7,535358,179943
E01004031,71,105,6.1,535708,179155
E01004033,90,59,10.8,535372,179582
E01004034,72,42,9.3,534839,179719
E01004036,116,80,12,535917,178686
E01004056,84,69,6.2,536443,179514
E01004057,63,34,6.5,536433,179402
E01004058,43,48,3.1,536324,178923
E01004059,33,64,2.8,535845,179034
E01004060,87,90,7.9,535950,178700
E01003936,25,172,2.4,532468,179605
E01003937,56,78,5.1,532274,179259
E01003943,62,70,8.9,532341,179073
E01032720,69,134,7.2,532098,178942
E01003977,92,54,10.3,534238,179015
E01004037,102,79,9,534928,178531
E01004038,149,74,11.1,534567,178544
E01004042,87,56,10.5,534373,178858
E01004043,60,48,7.9,534017,178836
E01003986,80,41,13.7,535128,178488
E01003987,86,62,10.2,535240,178128
E01004024,122,97,12.4,534827,179049
E01004035,90,47,11.3,535484,178762
E01003960,68,121,6.5,533127,178729
E01003961,102,96,10.5,533002,178483
E01003994,85,66,10.1,531890,178226
E01032722,113,100,9.1,532349,178302
E01003980,81,119,8.1,533690,178781
E01004039,77,68,8.6,533704,178620
E01004040,95,95,10.9,533891,178212
E01004041,90,62,10.5,534188,178508
E01004044,71,77,10.2,533872,178825
E01003992,77,69,10.7,531688,177915
E01003995,92,40,11.2,531895,178442
E01003998,66,44,7.7,531613,178147
E01003999,85,49,9.7,531744,178082
E01032639,69,101,6.6,532118,178403
E01032719,69,53,10.4,531876,178670
E01003964,103,87,9.5,533600,177922
E01003966,95,112,9.8,533588,178271
E01003968,104,76,15.1,533176,177963
E01003971,146,58,18.6,533376,178080
E01003974,64,49,10.9,533058,178186
E01003963,103,63,12.9,532755,178485
E01003967,144,70,16.1,532638,177716
E01003970,85,67,12,533063,177835
E01003972,82,82,8.9,532940,178336
E01003973,93,56,10.3,532685,178304
E01003923,100,64,9.2,531927,177474
E01003969,77,81,6.9,533004,177531
E01003991,57,43,9.5,532071,177644
E01003993,102,81,11.8,531601,177367
E01003997,65,60,9.3,531977,177891
E01003983,142,116,15.4,534222,177292
E01003988,133,96,12,534762,177522
E01003989,134,109,14.1,534617,178169
E01003990,133,94,12.8,534245,177372
E01004007,65,58,11.4,533726,177257
E01003912,95,72,13.7,533535,176910
E01004011,131,90,12.9,533474,177059
E01004012,146,101,10.7,533057,177564
E01004013,96,81,11.8,533629,176866
E01004014,117,75,13.6,533695,177562
E01003911,111,61,10.3,533075,176728
E01003916,126,156,9.8,533248,177346
E01003917,87,69,8.5,533126,176887
E01003918,96,67,12.5,532663,176962
E01003925,79,55,12,532851,177365
E01003919,75,93,7.2,532125,176768
E01003920,107,84,11.6,532594,177115
E01003921,101,54,12.5,532420,176660
E01003922,103,74,9.8,532282,176712
E01003924,116,72,11.5,532338,177430
E01003926,72,70,10,531958,177396
E01004008,161,100,15,534210,177071
E01004010,92,71,11.2,534188,177153
E01004067,139,105,11.7,534080,176520
E01032805,151,121,11.9,534625,177112
E01003984,117,109,10.4,534816,177104
E01004003,130,66,14.4,535014,177258
E01004004,135,111,9.1,535047,176562
E01004005,150,67,14.1,534668,176501
E01004006,149,95,13.1,534891,176656
E01003913,63,85,5.7,532865,176399
E01003914,98,69,8.8,533365,176760
E01003915,123,103,11.1,532978,176193
E01004050,49,42,5,533706,176184
E01004052,49,23,4.4,533416,175934
E01004061,68,51,6,533688,176347
E01004062,86,65,8.2,534462,175958
E01004063,73,62,6.2,534200,176115
E01004065,62,35,6.5,534201,175451
E01004066,98,96,8.4,533595,176391
E01004000,88,90,8.3,535540,175947
E01004001,78,53,10.1,535190,175923
E01004019,97,76,7.5,534635,175465
E01004064,96,64,9.6,534387,175610
E01004068,106,64,11.2,534444,176108
E01004045,116,60,14.2,533431,175762
E01004047,85,65,11.5,532782,175383
E01004048,51,45,5.4,532949,175310
E01004049,63,126,7.8,533129,175641
E01004051,26,29,3.1,532870,175870
E01003953,80,53,5.6,534065,174954
E01003955,65,38,5.6,534123,174570
E01004015,39,29,4.1,534422,175186
E01004021,74,55,5,534399,175287
E01004046,52,35,5.2,533877,175395
E01004002,80,42,8.4,535638,175911
E01004016,103,47,8,536118,174652
E01004017,47,35,5.2,535297,174224
E01004020,114,59,12.9,535230,174963
E01003952,56,32,5.4,533936,174996
E01003954,48,27,4.9,533992,174568
E01003956,53,20,4.9,533718,174485
E01004071,62,42,6.8,533287,174989
E01004072,27,29,2.8,533497,174100
E01004069,18,16,2.5,532377,173890
E01004070,52,34,4.6,532576,175142
E01004073,48,20,4.3,532522,174826
E01004074,31,35,3.2,532047,174248
E01004075,24,13,2.6,533776,173939
E01003949,52,30,4.4,534660,173608
E01003950,123,73,12.2,534259,173478
E01003957,49,37,4.7,534132,174508
E01003958,50,19,5,533957,174185
E01004018,49,41,4.2,534785,174519
E01003945,36,32,3.7,534289,172208
E01003946,61,28,6.9,533219,172098
E01003947,98,44,14.1,533441,171758
E01003948,50,16,5.3,533962,171493
E01003951,36,20,4.9,533055,172559
E01003930,86,201,10.9,531566,179507
E01003932,118,85,13.5,531768,179002
E01003933,68,213,7.3,531780,178875
E01032583,62,109,6.6,531615,179744
E01032584,57,52,7.6,531502,179585
E01004222,152,87,13.6,536669,183386
E01004223,109,60,10.3,536823,184151
E01004224,124,96,11.2,536994,184271
E01004226,97,83,10.9,536640,183246
E01004197,137,104,10.1,534894,183233
E01004198,103,52,13.6,534832,182902
E01004199,90,48,13.7,534785,182906
E01004201,86,41,10.2,535347,183146
E01004228,84,48,7.5,536395,183131
E01004230,111,70,10,536133,183031
E01004232,63,85,6,536485,182799
E01004233,102,60,12.1,536447,183365
E01004234,65,83,4.7,535910,183433
E01004225,59,63,3.5,537501,182920
E01004229,79,90,9.9,536733,183017
E01004231,92,93,11.5,537293,182949
E01032764,56,39,6.2,537658,183050
E01032765,68,63,7.8,537218,183388
E01032784,48,86,5,536823,183099
E01004200,54,171,5.2,534536,183182
E01004202,78,78,7.1,534630,183318
E01004203,70,77,6.6,534837,182770
E01004204,97,59,13.7,534324,182904
E01004311,86,55,11.5,533716,182941
E01004314,31,29,4.4,533954,182984
E01004315,82,53,8.4,533681,182655
E01004318,104,80,13.2,534091,183054
E01004259,74,61,6.8,535088,182949
E01004260,97,73,11.3,535764,182888
E01004263,73,55,11.6,535485,182443
E01004266,88,58,10.1,535674,183193
E01004235,85,72,14.2,537779,182891
