LSOA,Unemployed,Full-time student,Unemployment Rate,Eastings,Northings
E01000469,89,52,10.3,547676,180726
E01000416,71,61,9.5,547778,179375
E01000418,69,49,6.9,547769,179135
E01000422,127,63,16.1,547763,179596
E01000464,86,55,11.9,548316,179294
E01000465,120,39,15.3,548770,179296
E01000470,92,36,14.3,547623,179745
E01000333,57,29,7.1,549439,178005
E01000335,95,48,11.1,550156,180440
E01000336,95,61,10.3,548659,179082
E01000337,74,45,8,548807,178795
E01000338,53,65,5.4,549475,178895
E01000403,90,33,9.3,551058,177963
E01000404,126,74,10.9,551175,178204
E01000405,72,28,9.8,550626,178271
E01000408,82,48,9.6,550564,178966
E01000332,44,33,5.8,549473,178231
E01000402,62,30,8.1,549879,178028
E01000406,54,53,6.6,550494,178233
E01000407,37,17,5.4,550783,177939
E01000334,42,36,4.9,548505,178135
E01000417,66,35,7.5,547487,178833
E01000419,30,40,4.2,548016,177786
E01000420,27,34,3.3,548189,177908
E01000442,36,39,4.5,549127,177411
E01000437,37,38,5.5,549636,177305
E01000438,47,40,5.5,550301,177475
E01000439,40,33,5.5,550312,177251
E01000440,27,44,3.6,549610,177233
E01000441,59,34,7.4,550243,177060
E01000373,119,59,16.5,551228,177204
E01000429,113,55,13.9,552293,177596
E01000430,80,38,8.7,552581,177563
E01000431,127,46,16.1,551829,177346
E01000432,69,22,9.5,552222,176687
E01000433,97,43,12,551563,176624
E01000434,75,36,11.1,552738,176932
E01000356,24,21,3.3,547920,176476
E01000357,30,25,3.9,547789,176095
E01000359,26,21,3.9,547810,177175
E01000421,22,34,3.2,548083,177519
E01000450,57,37,6.7,547410,177402
E01000451,48,40,5.2,547468,177220
E01000452,34,32,4.3,547577,176582
E01000367,88,27,11.1,551472,176760
E01000368,52,31,7.2,551402,176778
E01000372,73,46,9.4,551022,177100
E01000380,43,23,5.5,551910,176132
E01000435,60,26,9.1,551586,176286
E01000353,25,30,2.9,549113,176876
E01000354,43,29,5.5,548219,176879
E01000355,24,39,3.3,549605,176280
E01000358,33,19,3.8,549088,176367
E01000436,33,32,3.7,548727,177387
E01000401,51,33,6.3,546527,176530
E01000453,36,37,4.4,547636,176510
E01000454,39,47,4.8,546684,176540
E01000455,37,39,4.1,546686,176191
E01000456,31,31,3.9,547275,176220
E01000325,40,36,4.5,550293,175713
E01000326,20,18,2.6,551332,176149
E01000369,51,40,5.7,550733,176945
E01000370,32,23,4,550244,176748
E01000371,33,27,3.8,551219,176304
E01000360,47,35,5.2,548716,175692
E01000362,36,31,4.8,549532,175102
E01000365,38,37,4.7,549383,176019
E01000366,41,34,4.4,548390,175964
E01000394,20,25,2.7,547733,175864
E01000388,24,36,3.4,546310,175316
E01000392,87,53,9.9,546489,175929
E01000409,43,23,4.7,546252,175122
E01000411,35,20,4.7,545695,175065
E01000414,62,39,7.2,546007,175924
E01000415,36,28,4.5,545505,175694
E01000327,27,33,3.4,549889,176004
E01000328,43,24,5.5,550722,175148
E01000329,45,25,6.7,549827,175097
E01000330,49,22,6.4,549706,175823
E01000331,56,35,7.3,550450,174979
E01000340,30,24,3.8,545266,174342
E01000395,30,35,3.9,544966,176211
E01000396,27,33,3.5,544855,175770
E01000410,48,28,5.5,545349,175430
E01000412,38,27,4.1,544895,175270
E01000413,43,33,5.7,546236,174625
E01000374,74,34,11.3,553045,175294
E01000375,61,41,8.1,552272,175028
E01000376,44,35,5.5,552067,175296
E01000377,34,30,4.4,551546,175251
E01000378,57,34,4.9,551351,175058
E01000379,55,37,6.4,551746,174583
E01000348,28,40,3.6,548077,174030
E01000349,31,20,3.8,548193,173843
E01000361,50,36,5.7,548329,175094
E01000363,32,31,4,548527,174835
E01000389,38,29,4.3,547887,175140
E01000390,26,19,3.9,547658,175009
E01000393,42,42,4.6,547719,175839
E01000346,27,31,3.1,546950,173751
E01000347,35,47,4.5,546584,174408
E01000350,31,36,3.8,546622,173733
E01000352,35,29,4.3,547350,174031
E01000391,49,42,5.2,546291,174880
E01000341,28,18,3.7,545481,174504
E01000342,36,34,3.9,545239,174405
E01000343,41,31,5.1,546139,174493
E01000345,17,29,2.3,545745,173394
E01000460,28,39,3.5,546120,173100
E01000364,28,29,3.5,549856,174420
E01000444,34,33,4.1,549844,173410
E01000447,38,18,4.4,549119,173259
E01000448,24,30,3.6,548952,173338
E01000449,20,23,2.9,549028,173599
E01000351,34,28,3.9,547297,173542
E01000443,35,33,5.4,547931,173189
E01000445,26,22,3.3,548646,173164
E01000446,26,41,2.8,548101,173557
E01000461,27,65,2.9,547258,173339
E01000339,41,32,5.3,544822,173001
E01000344,28,29,3.4,545112,173598
E01000423,29,27,3.4,544435,172620
E01000425,40,36,4.6,544743,172775
E01000463,25,37,3.6,545737,173064
E01000424,35,36,3.8,545971,172478
E01000426,46,31,4.9,545075,172295
E01000427,52,32,5.6,545572,171999
E01000457,48,77,5.1,546205,171910
E01000462,29,52,3.7,546157,172866
E01000382,26,29,3.4,547203,171607
E01000384,51,37,5.7,546842,171190
E01000387,36,30,4.7,547831,172454
E01000428,50,81,5.9,545915,171471
E01000458,24,29,3.3,547098,172527
E01000459,42,39,5.5,546592,171558
E01000381,33,28,4.3,549302,172480
E01000383,37,20,5,548339,171550
E01000385,82,46,9.3,547591,170922
E01000386,74,29,11.6,547253,170954
E01000398,67,30,8.5,545442,176674
E01000399,43,30,5.5,545261,176143
E01000400,41,38,5.1,545681,176037
E01032566,77,41,9.2,546360,176546
E01000587,54,31,6.4,520036,189549
E01000589,48,66,4.8,519510,189653
E01000590,53,49,5.7,520094,189533
E01000592,60,45,7,519799,189927
E01000593,80,63,7,519514,189693
E01000594,60,50,6.8,519334,189656
E01000513,43,64,5.1,521323,188890
E01000514,48,55,5.6,520808,188468
E01000516,54,72,5.9,520772,189392
E01000520,65,51,8.3,520275,189105
E01000588,90,65,8.4,520502,189646
E01000515,98,57,11.3,520096,188589
E01000517,46,47,5.5,519478,188418
E01000543,66,80,7.8,519250,188645
E01000591,70,91,6.7,519034,189193
E01033463,111,104,7.6,518811,188339
E01000536,56,69,6.5,516742,188373
E01000538,38,36,4.6,518112,188330
E01000539,45,21,5.5,518284,187803
E01000540,47,34,5.9,517607,187693
E01000541,32,35,4.2,517854,188907
E01000518,70,67,8.6,520697,188419
E01000519,69,90,7.5,520137,187921
E01000623,71,55,7.8,520500,187011
E01000624,47,55,5.8,520534,187310
E01000629,70,69,6.7,520540,187581
E01000480,49,43,5.3,519063,187096
E01000484,56,32,9.9,518738,187798
E01000485,49,38,7.1,518624,187727
E01000486,65,64,7.3,518543,187489
E01000487,70,54,7.2,518410,187291
E01000572,55,40,7,517486,187601
E01000573,47,61,5.9,517954,187361
E01000574,45,37,6.3,517559,187162
E01000575,63,60,6.1,518255,187175
E01000577,104,73,9.2,517638,186781
E01000562,35,42,4.3,516227,186661
E01000563,45,32,5.8,516441,186507
E01000566,57,40,7.1,516898,186676
E01000568,45,261,3.4,516875,188010
E01000569,37,55,4.3,516990,187167
E01000479,48,37,6,519918,187146
E01000481,89,57,11,519861,187202
E01000482,128,119,9.7,519799,186425
E01000483,109,46,13.4,520521,186466
E01000625,51,39,7.2,520521,186711
E01000498,71,54,9.8,522195,186773
E01000622,86,34,9.9,520643,186749
E01000626,97,60,14.1,520955,186486
E01033464,135,67,10.3,521628,186734
E01000497,82,71,9.4,522708,186861
E01000499,76,41,10.2,522227,187102
E01000501,93,55,11.2,522560,186440
E01000502,50,33,7.8,521767,186226
E01000503,80,58,8,522703,185877
E01000570,73,48,9.2,517948,186110
E01000571,69,60,8.4,518482,186032
E01000576,46,65,5.3,518919,186573
E01000578,66,72,7.3,519373,186341
E01000564,54,72,6.5,517536,186371
E01000565,76,44,10.2,516490,186223
E01000607,77,112,6.8,517054,185381
E01000608,81,139,6.8,516744,186134
E01000613,66,75,7.3,517651,186225
E01000506,104,65,11.6,521914,185110
E01000509,69,49,9.6,521428,186085
E01000510,58,64,7.1,521690,186155
E01000511,67,48,8.5,521459,185536
E01000627,107,51,11.5,521254,186420
E01000628,103,65,10.9,521350,185851
E01000553,88,104,7.5,523572,185678
E01000554,73,59,7.1,523231,185746
E01000555,45,49,5.6,523186,185695
E01000556,117,94,10,523661,185476
E01000557,82,97,7.1,523653,185580
E01000558,74,47,8,524170,184994
E01000567,49,56,6.8,516362,185745
E01000606,47,60,5.4,515619,185573
E01000609,77,96,7.2,516462,185459
E01000611,70,69,9.2,516798,185145
E01000615,68,55,7.9,519751,185247
E01000617,62,83,6.9,519434,184829
E01000618,60,70,7.8,519587,185011
E01000619,58,56,6.8,519901,184821
E01033424,135,64,16.3,519275,186108
E01033457,52,85,5.1,519174,186231
E01000504,53,52,5.1,523076,184984
E01000505,79,55,9.2,522927,185187
E01000507,70,53,8,522387,185364
E01000512,74,55,7,521746,185527
E01000559,67,56,7.4,523507,184915
E01000610,73,85,7.4,517242,185720
E01000612,52,74,5.9,517516,184972
E01000631,56,85,5.6,517731,185029
E01000633,76,105,7,518194,185134
E01000634,97,106,7.9,517797,184964
E01000616,73,89,7.1,518589,185590
E01000620,61,80,7,519690,184197
E01000621,71,86,7.2,520001,184750
E01000635,123,171,9.1,518380,185490
E01000636,70,115,6.9,518866,185263
E01000596,119,52,17.3,520737,184767
E01000601,66,47,11.1,521111,184722
E01000602,91,57,13.7,520439,185193
E01000603,84,38,11.7,520933,185135
E01000604,96,86,13,520290,184745
E01000605,98,71,14.2,520408,184170
E01000488,54,58,6.6,522975,184525
E01000637,88,71,9.1,522556,185002
E01000639,89,58,7.5,522966,184872
E01000642,102,89,7.5,523320,184805
E01000644,82,61,7.5,522699,184701
E01000490,61,45,5.5,524249,184244
E01000494,95,42,9.6,523830,184465
E01000495,68,40,7.3,524065,184333
E01000560,69,50,6.7,523681,184858
E01000561,57,49,5.4,524610,184643
E01000638,124,81,11.3,522388,184997
E01000640,106,81,9.1,522517,184699
E01000641,91,55,8.6,522232,185024
E01000643,102,55,10.9,522019,183821
E01000508,129,60,14.3,521542,184570
E01000521,164,60,16.1,521305,183893
E01000522,99,43,11.2,521719,184260
E01000526,140,77,14.2,521533,184397
E01000527,121,75,12,521613,184233
E01000528,116,46,16.9,521444,184361
E01000471,56,74,6.3,518770,183530
E01000474,71,99,7,518365,184356
E01000476,60,60,7.1,518611,184332
E01000477,71,57,7.1,519544,183944
E01000630,112,117,9.6,518838,184579
E01000595,88,55,13.3,520961,183819
E01000599,75,48,12.1,520702,183601
E01000600,115,58,13.2,520975,183675
E01033456,158,83,17.3,520414,184140
E01000545,87,63,7,524736,184311
E01000546,53,35,5.2,524715,183975
E01000547,80,63,7.6,524756,183806
E01000548,98,51,7.3,525089,183922
E01000549,60,43,4.8,524741,183717
E01000472,56,53,6.7,518023,183652
E01000473,69,89,7,518151,183873
E01000475,80,104,7.4,517387,184464
E01000478,53,75,5.9,518351,183653
E01000632,71,93,6.6,518111,184099
E01000489,40,62,4.8,523638,183904
E01000491,67,41,6.4,524270,184169
E01000492,43,42,5.8,523017,183974
E01000493,69,31,7.6,523180,183462
E01000581,44,29,4.8,523696,183220
E01000523,148,77,11.1,521398,183666
E01000524,159,93,13,521561,183393
E01000525,131,52,13.1,521606,183138
E01000533,137,68,11.5,521907,183391
E01000535,118,68,9.4,522270,183129
E01033455,78,27,12.4,521845,183370
E01033485,131,79,13.4,521718,183048
E01000579,81,44,7.9,523390,182847
E01000580,70,37,6,524432,184030
E01000582,49,30,4.5,524037,183172
E01000583,87,58,6.1,524550,183096
E01000586,94,68,5.9,523882,182929
E01000530,58,51,5.2,522631,183066
E01000531,94,66,7.8,522740,182940
E01000532,73,28,7.2,523131,183008
E01000534,71,60,7.3,522387,183213
E01000584,62,60,6.4,523284,183156
E01000585,71,38,6.4,523219,183059
E01000544,107,58,11.6,525182,182527
E01000550,123,49,11.4,525310,183440
E01000551,181,70,17.7,524682,183173
E01000552,149,61,18.2,525177,182941
E01000779,40,22,5.9,542179,172716
E01000780,57,32,7.7,542311,172280
E01000781,78,22,11.8,542423,172284
E01000782,66,30,10.2,542262,171843
E01000783,76,33,11,542663,171706
E01000785,57,34,8.6,542197,171739
E01000689,38,25,5.5,545071,170932
E01000690,28,19,3.8,543891,171554
E01000691,37,30,4.8,543280,171283
E01000692,33,28,3.7,544161,171226
E01000784,38,18,4.6,542788,171843
E01000799,81,55,8.2,535441,170262
E01000802,80,34,7.8,535498,170655
E01000803,58,32,6.4,535403,171184
E01000804,37,22,4.7,536565,171323
E01000805,65,30,7.5,535737,170701
E01000740,78,60,7.3,534451,170109
E01000741,99,47,10.1,534155,169963
E01000742,101,40,8,534714,170217
E01000745,91,35,8.5,534838,171103
E01000746,75,25,6.6,533792,170208
E01000709,42,9,5.7,536436,169593
E01000710,39,12,3.8,536900,171335
E01000711,44,17,4,537268,170086
E01000714,70,22,5.7,537897,169610
E01000718,103,36,9.3,536967,171333
E01000645,22,24,3.2,542585,170081
E01000649,36,37,3.6,542952,169112
E01000694,23,14,3.2,542718,171104
E01000695,20,14,2.7,543363,171212
E01000696,19,25,2.8,544480,170596
E01000697,40,25,4.2,543563,169468
E01000674,37,31,4.1,539665,170075
E01000676,77,23,7.6,540421,169620
E01000820,33,16,4.6,540607,170447
E01000822,58,19,6.4,539794,170372
E01000823,42,31,4.1,540345,170160
E01000824,46,18,6.4,539924,169960
E01000825,60,21,6.8,540944,169772
E01000743,86,42,10.2,534804,169590
E01000744,94,44,13.5,534533,169451
E01000796,96,54,12.5,535037,170136
E01000798,114,41,15.6,535166,169970
E01000800,94,38,10.3,535011,170327
E01000806,98,57,10.3,535239,170156
E01000693,22,24,3.6,546282,170669
E01000698,26,23,4.6,545759,168853
E01000736,56,38,7.6,545675,169598
E01000737,43,16,7.2,546301,169303
E01000672,24,17,3,539387,170353
E01000673,35,13,4.1,538748,170394
E01000716,31,14,3.9,538575,169082
E01000717,41,15,4.1,538825,169498
E01000828,34,18,4.1,539066,168728
E01000712,26,19,2.6,537590,169982
E01000713,42,15,4,538518,169650
E01000715,39,10,4.1,538051,169358
E01000770,24,15,3.5,537787,168808
E01000772,17,16,2.4,538021,168881
E01000700,42,13,4.7,536196,169225
E01000702,44,28,5.2,535776,169652
E01000703,43,23,4.5,536912,169470
E01000706,34,20,4.7,535754,168536
E01000797,42,31,4.6,535805,169952
E01000729,102,25,13.1,546737,169693
E01000730,77,51,10.2,547044,168552
E01000735,65,35,9.4,546921,170230
E01000738,41,26,5.4,547322,169662
E01000739,53,36,8.6,546824,168865
E01000699,83,41,9.7,535143,169130
E01000701,50,20,6.3,535494,169417
E01000704,45,32,5.6,534998,168898
E01000705,58,27,7.7,534528,169016
E01000801,59,29,7.5,535042,169573
E01000646,31,15,3.6,541229,169262
E01000647,37,22,4.1,541209,168875
E01000648,38,34,4,541934,168388
E01000653,29,31,4.2,542285,170166
E01000678,43,33,4.6,540831,168554
E01000670,57,25,5,540846,168340
E01000675,43,39,4.5,540522,168636
E01000677,65,28,5.9,540052,168870
E01000762,48,19,5.8,540278,167601
E01000829,41,27,4.1,540065,168591
E01000719,72,16,7.6,547348,168588
E01000720,79,30,10.2,549229,170032
E01000721,71,24,13.3,547682,167889
E01000724,98,43,12.9,547238,167614
E01000728,37,31,5.4,547851,170216
E01000651,30,30,3.8,541995,168272
E01000668,36,32,3.9,541880,167283
E01000669,53,32,5.7,541778,167647
E01000671,43,37,4.5,541186,168353
E01000679,40,25,4.2,541758,168362
E01000826,23,34,2.8,538880,167692
E01000827,42,18,5.1,539358,167668
E01000830,22,40,3,538861,168031
E01000831,36,26,4.3,539954,168449
E01000833,29,25,4.1,539004,167119
E01000650,38,30,4.2,542563,168753
E01000652,22,30,2.6,542312,167673
E01000807,32,36,4.2,544524,167644
E01000809,35,22,4.5,544032,167088
E01000722,55,20,6.5,546808,167601
E01000725,69,26,8.1,546377,167069
E01000731,52,23,8,545886,168464
E01000732,40,25,5.6,545798,168173
E01000733,58,40,6.9,546011,167882
E01000769,25,30,3.5,537426,166435
E01000773,26,22,3.6,536912,168531
E01000775,39,42,3.4,538238,167807
E01000777,36,23,4.3,536568,167808
E01000778,42,34,5,536264,167921
E01000808,26,22,3.5,545536,167037
E01000810,27,15,3.7,545233,167457
E01000811,24,17,3.4,544456,167179
E01000813,32,26,4.2,544815,167203
E01000815,16,28,2.1,545338,167544
E01000661,79,22,11.3,541898,167265
E01000662,67,36,7.7,542300,167461
E01000663,47,21,6,543332,167241
E01000664,61,37,7.5,542850,166149
E01000763,25,29,3.3,540261,167422
E01000764,30,37,3.7,539479,167249
E01000766,25,27,2.8,539748,166711
E01000767,29,38,3.4,539894,166458
E01000834,18,33,2.5,539433,167194
E01000727,48,23,6,545642,167030
E01000734,31,32,4.4,545568,167172
E01000790,60,30,5.4,546193,166288
E01000812,31,23,3.9,545910,166683
E01000814,19,33,2.4,545818,166114
E01000723,36,17,5.9,547999,166072
E01000726,21,19,3.1,547252,166866
E01000787,53,16,7.7,547563,166442
E01000788,50,36,6.3,546623,165670
E01000791,34,25,5,547021,165656
E01000832,28,36,3.7,538597,165973
E01000835,33,36,3.9,538250,165993
E01000836,23,33,3.1,539101,166797
E01000837,32,20,4.4,537544,166017
E01000838,19,31,2.7,539352,165858
E01000839,28,23,3.5,537719,164823
E01000840,21,16,3,538275,165286
E01000841,27,26,3.3,538035,165791
E01000753,31,42,3.9,544097,165821
E01000754,39,23,4.6,545348,165699
E01000755,21,39,2.9,544527,165884
E01000757,20,21,2.7,544913,165067
E01000758,22,42,2.9,545148,165442
E01000786,30,24,4.6,547156,165454
E01000789,106,35,14.2,547847,166273
E01000792,33,19,6.4,547301,165829
E01000793,24,25,3.1,547064,165514
E01000795,35,41,5,546568,164673
E01000665,43,36,4.5,542223,165979
E01000666,36,26,4,542115,165145
E01000667,26,40,3.5,542743,164913
E01000756,17,28,2.3,543488,165508
E01000759,29,35,3.6,539111,164406
E01000760,29,36,3.8,539038,164648
E01000761,39,24,4.7,539658,165186
E01000765,36,27,4,540632,166478
E01000768,33,25,4.3,539604,165954
E01000681,30,30,3.2,545614,165117
E01000682,24,30,3.2,544855,164585
E01000683,37,36,4.2,545809,164746
E01000684,36,56,3.4,546075,164778
E01000794,29,33,3.9,546333,165203
E01000749,17,29,2.2,544995,161548
E01000750,52,26,7.3,543981,164844
E01000751,40,45,4,543213,164895
E01000752,35,23,4.9,544879,164875
E01000680,24,30,2.9,547265,162705
E01000685,42,26,5.1,546856,164151
E01000686,21,27,2.7,545381,164258
E01000687,34,28,4.1,545596,163733
E01000688,21,20,3,546569,162866
E01000654,35,12,4.6,541723,158555
E01000655,33,22,4.4,541102,158187
E01000656,32,22,3.9,541307,159151
E01000657,39,24,4.3,541833,159209
E01000659,33,26,3.7,541450,159066
E01000816,45,24,5.6,540804,171837
E01000818,28,33,3.6,540703,171183
E01000819,87,33,10.6,540593,171128
E01032562,60,24,8.7,540038,171211
E01032563,33,16,4.7,539469,170598
E01000707,28,20,3.4,536487,168945
E01000708,35,12,4.2,536116,168719
E01000771,40,33,4.4,536898,169191
E01000774,36,30,4.6,536099,168421
E01032568,57,27,7.3,535885,168177
E01000658,30,21,4.4,541821,159770
E01000747,44,30,4.4,541186,161147
E01000748,30,21,3.8,542289,159427
E01032570,36,34,4.5,541736,158704
E01001137,85,45,8.4,533187,169619
E01001138,63,27,6.6,533804,170122
E01001156,86,57,9.7,532949,170452
E01001162,94,48,10.2,532658,170596
E01001164,95,45,7.5,533373,170622
E01001084,49,32,5.3,531677,170544
E01001157,48,48,5.4,531834,170198
E01001159,67,34,7.1,532366,170091
E01001160,76,55,7.7,532358,169460
E01001163,68,39,6.3,531934,170529
E01001083,55,37,6.9,531459,170064
E01001086,65,67,7,531126,169159
E01001087,120,79,9.8,531227,169185
E01001161,106,74,12.8,531744,169221
E01001085,51,45,6.5,530411,169752
E01001088,63,54,7.1,530046,169307
E01001089,87,66,9.8,530582,169623
E01001090,84,83,7.2,530865,168915
E01001091,66,41,7.8,530940,168688
E01001147,90,71,11.7,532182,169004
E01001148,87,60,9.9,532607,169634
E01001151,91,50,11.8,532106,168863
E01001152,81,71,9.3,532236,168626
E01001158,71,45,8.3,533112,169457
E01001146,81,68,9.3,532634,168875
E01001149,83,43,9.9,532957,169232
E01001150,73,56,8.2,533349,168691
E01001153,75,67,8.6,532833,168505
E01001154,115,72,11.6,532966,168606
E01001136,125,45,12.1,533940,168359
E01001139,75,48,8.4,533428,168664
E01001140,81,43,8.4,533246,169555
E01001142,62,42,7.5,534109,168608
E01001144,122,60,13.9,533661,168470
E01001141,50,36,7.6,534180,168811
E01001143,125,72,13,534503,168669
E01001145,106,60,12.6,534067,168538
E01001191,115,68,11.3,534501,167955
E01001192,119,44,13.6,534615,168075
E01000994,75,77,9.3,531411,168869
E01000995,81,73,10,531173,168720
E01000996,46,61,6.7,531526,168569
E01000997,71,66,10,531833,168408
E01000999,50,51,7.1,531402,168270
E01001002,52,56,7.5,531629,167791
E01000998,82,65,9.8,531850,168642
E01001000,67,53,9.6,532242,168317
E01001003,57,37,7.1,531948,167894
E01001111,74,51,8.7,533217,168411
E01001155,86,68,11.7,532428,168384
E01001174,66,62,8.3,530540,167734
E01001175,86,54,11.6,531441,167887
E01001176,75,56,8.4,531120,167828
E01001182,48,63,7.1,531099,168279
E01001183,74,71,9.2,531412,167909
E01001184,45,47,6.7,530831,168174
E01001001,74,31,12.4,532345,168008
E01001109,84,47,9.2,533261,167527
E01001112,108,41,12.2,533163,167961
E01001113,101,60,10.3,533024,168032
E01001114,93,45,13.8,532979,167334
E01001116,65,62,9.2,532476,167168
E01000992,98,58,10.1,534881,166672
E01001185,74,40,8,534515,167364
E01001186,117,39,12.7,534578,167599
E01001188,111,53,11.5,534572,167669
E01001193,84,83,10.1,534154,167299
E01001004,89,85,8.5,532066,167711
E01001115,91,61,12.1,532386,167194
E01001117,113,127,7.8,532011,167078
E01001178,101,68,16.4,531688,167262
E01001181,76,80,8.4,531520,167158
E01001006,64,57,8.3,530299,166434
E01001007,90,102,9.3,530430,167061
E01001177,64,75,8.3,530167,167455
E01001179,51,67,6.7,531077,167246
E01001180,96,65,10.8,531199,166946
E01000980,56,26,7.2,533898,167002
E01000981,57,38,6.2,534039,166762
E01000982,70,43,7.5,533602,166904
E01000983,64,42,6.2,534172,166310
E01001187,98,59,9.1,534129,167203
E01000989,29,41,3.1,536031,167306
E01000991,42,46,4.7,536117,166897
E01001131,49,30,5.7,536187,167131
E01001132,43,31,5.6,536073,166021
E01001134,50,30,5.4,535356,166598
E01001005,78,78,9.2,531414,166577
E01001008,76,52,10.2,531218,166702
E01001009,62,101,6.9,531183,166704
E01001010,75,59,10.1,531406,166024
E01001011,93,99,9.3,531809,166512
E01001012,122,93,12.4,532095,166371
E01001013,125,79,13.9,532157,166247
E01001048,101,63,8.8,532167,166065
E01001110,95,57,9.6,532342,166760
E01001118,105,57,11.9,532360,166792
E01000985,43,40,5.4,535115,166113
E01000986,41,35,4.5,534280,166422
E01000987,37,31,4.5,534655,166116
E01000993,49,43,5.5,534549,166445
E01000975,54,46,5.4,532961,165854
E01000976,82,67,7.6,533180,166276
E01000977,104,39,10.5,533957,166076
E01000978,86,23,7.7,533742,165999
E01000979,53,32,4.9,533474,166196
E01000984,77,57,8.1,533661,166435
E01001044,66,23,6.4,533555,165182
E01001046,49,26,5,533625,165206
E01001049,33,15,4.8,534610,165708
E01001050,52,18,6.7,533568,165574
E01001014,121,52,8.2,531667,165886
E01001042,98,45,9,531927,165533
E01001165,65,49,6.6,531133,165441
E01001166,86,67,8.9,531753,165566
E01001168,55,39,5.5,531463,165027
E01001127,43,38,4.9,537052,164978
E01001128,76,40,10.9,537414,165247
E01001130,105,57,15.4,537412,165122
E01001135,39,38,4.3,537301,166059
E01001062,23,42,2.9,535116,165787
E01001063,41,33,4.8,535637,165648
E01001064,35,35,4.4,536542,163253
E01001129,26,44,3.2,536438,165206
E01001133,39,23,5.4,536308,166072
E01001035,81,34,7.2,532938,164518
E01001043,124,75,7.6,532503,165295
E01001045,109,39,9.6,532958,165730
E01001047,61,42,5.8,532726,164306
E01001170,64,59,5.7,532144,164631
E01001167,96,57,8,531180,164831
E01001169,64,38,8.3,531778,164527
E01001171,50,44,6.8,532282,164019
E01001172,80,58,10.5,531085,163532
E01001173,87,60,6.3,531779,162875
E01001036,40,28,5.1,533307,164107
E01001037,62,25,7.4,532799,164037
E01001038,69,41,5.7,533076,164092
E01001039,35,15,4.3,533420,163351
E01001040,67,26,6.5,532883,163722
E01001051,73,31,11.6,537805,163810
E01001052,84,49,14,537889,163892
E01001054,88,46,11.7,537704,163592
E01001056,111,45,16.2,538107,163124
E01001057,122,67,18.3,537942,162826
E01001033,71,34,7.7,532070,162723
E01001034,51,25,5.4,532981,162528
E01001041,77,31,8.1,532302,163563
E01001095,49,39,5.6,532184,162551
E01001100,26,18,3.2,532732,162793
E01001053,57,32,8.2,538475,163335
E01001055,83,34,11.4,538404,163763
E01001077,46,38,6,538318,162590
E01001078,69,28,10.3,538047,162045
E01001082,78,34,10.2,539086,162495
E01001120,26,30,3.6,535376,162303
E01001122,34,37,3.9,534777,163835
E01001123,29,26,3.9,535575,162600
E01001124,31,27,3.8,534610,162495
E01001125,51,35,5.7,535043,162249
E01001058,42,28,6,536566,162398
E01001059,36,26,4.4,536513,162448
E01001060,46,26,5.2,536726,162565
E01001061,57,39,6.7,536166,162808
E01001065,44,19,5.6,536588,163110
E01001066,65,30,10.8,535953,162810
E01001119,22,37,2.6,536215,162258
E01001126,26,30,3.4,536109,162355
E01001032,18,22,2.7,533223,162670
E01001101,30,37,4,533308,160886
E01001102,15,33,2.2,533524,161353
E01001107,44,27,5.1,533164,161517
E01001108,36,37,4.1,534022,162081
E01001076,82,33,11.1,538470,162150
E01001079,78,41,10.4,539181,162296
E01001080,89,36,13.9,538477,161541
E01001081,71,31,11.4,538662,161495
E01001073,53,27,6.3,531071,160982
E01001092,51,26,6.4,531141,161686
E01001093,45,33,5,531759,162577
E01001096,23,40,2.9,532174,161709
E01001097,57,42,4.7,531358,161746
E01001098,39,24,5,532264,161172
E01001028,39,38,4.7,529900,160661
E01001029,35,29,4.2,530571,161176
E01001030,20,39,2.8,530589,160996
E01001031,42,42,5.2,529607,160266
E01001094,30,30,3.9,530436,162510
E01001103,34,41,4.3,534336,160902
E01001105,46,32,5.4,534673,160382
E01001106,43,36,5.6,535174,159670
E01001121,23,25,3.2,535115,161785
E01001069,29,28,4.1,531863,159962
E01001070,69,31,8.3,531830,159517
E01001075,46,27,5.5,532136,159795
E01001099,59,34,7.4,531799,160570
E01001015,57,31,7.8,530602,159195
E01001016,41,35,4.8,530285,159087
E01001023,52,34,7.1,529469,158848
E01001067,37,27,4.2,531584,159832
E01001074,71,34,6.6,530969,161022
E01001068,60,47,5.8,532532,159494
E01001071,53,44,4.9,533616,159243
E01001072,35,18,5,532310,158631
E01001104,46,30,5,532465,161012
E01001017,42,34,4.8,529686,158416
E01001024,42,37,5.3,529653,159496
E01001025,33,25,4.7,528433,159412
E01001026,34,46,3.6,528729,159359
E01001027,34,34,4,529024,158049
E01001018,42,21,5,531604,158079
E01001019,37,33,4.8,530576,158804
E01001020,36,20,4.3,531095,157960
E01001021,56,28,10.1,531588,157182
E01001022,38,22,5.6,532298,157705
E01000990,70,46,10.8,534862,167044
E01001189,51,43,7.6,534812,167337
E01001190,58,72,6.8,534801,168386
E01001194,64,47,7.2,534742,167804
E01032569,92,57,11.8,535162,167482
E01001269,63,61,5.5,515179,184656
E01001271,77,39,7.7,514818,184422
E01001309,59,57,5.9,514675,185097
E01001310,72,52,7.4,513806,185541
E01001311,77,56,7.8,514920,185404
E01001307,75,52,7,515789,184843
E01001308,69,45,6.1,516360,184054
E01001312,63,59,6.2,515498,185111
